Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating,Price_In_Thousands,Price_Category,Processor_Brand,Processor_Types,Has_Offer,Value_for_Money
Acer,Inspiron,12Th Gen,16,256,Grey,2.1,AMD Ryzen 7,945,30589,23.68,4.7,30.589,Budget,AMD,Ryzen 7,1,6508.297872340425
Lenovo,Inspiron,12Th Gen,8,512,Silver,2.36,Intel Core I7,581,94058,23.92,3.0,94.058,Premium,Intel,i7,1,31352.666666666668
Lenovo,15,11Th Gen,8,1024,Grey,2.82,AMD Ryzen 7,629,176225,35.48,2.7,176.225,Premium,AMD,Ryzen 7,1,65268.51851851851
Dell,16,11Th Gen,8,256,Grey,2.55,Intel Core I5,536,134986,8.1,4.2,134.986,Premium,Intel,i5,1,32139.52380952381
Asus,Inspiron,11Th Gen,16,1024,Silver,2.73,Intel Core I3,306,90787,39.48,2.8,90.787,Premium,Intel,i3,1,32423.928571428572
Asus,Vivobook,11Th Gen,32,256,Grey,1.66,AMD Ryzen 3,921,37516,24.22,4.2,37.516,Budget,AMD,Ryzen 3,1,8932.380952380952
Hp,16,12Th Gen,8,256,Black,2.67,AMD Ryzen 7,570,147704,28.125,3.6,147.704,Premium,AMD,Ryzen 7,1,41028.88888888889
Hp,16,12Th Gen,32,1024,Blue,2.51,Intel Core I7,743,142990,23.42,4.8,142.99,Premium,Intel,i7,1,29789.583333333336
Hp,14,10Th Gen,8,1024,Grey,2.19,Intel Core I3,625,151237,4.5,4.5,151.237,Premium,Intel,i3,1,33608.22222222222
Dell,15,11Th Gen,32,1024,Blue,1.86,Intel Core I3,506,109162,28.55,4.7,109.162,Premium,Intel,i3,1,23225.95744680851
Dell,15,12Th Gen,8,256,Grey,2.37,AMD Ryzen 3,885,22159,6.27,3.6,22.159,Budget,AMD,Ryzen 3,1,6155.277777777777
Hp,15,12Th Gen,12,1024,Silver,1.98,Intel Core I5,618,178353,9.96,2.8,178.353,Premium,Intel,i5,1,63697.50000000001
Dell,Inspiron,11Th Gen,32,512,White,1.61,Intel Core I5,434,38058,28.55,4.6,38.058,Budget,Intel,i5,1,8273.478260869566
Lenovo,15,10Th Gen,16,256,Black,1.43,Intel Core I7,610,79568,25.32,4.4,79.568,Mid-Range,Intel,i7,1,18083.636363636364
Lenovo,16,10Th Gen,16,1024,Grey,2.54,AMD Ryzen 5,505,176853,1.61,3.8,176.853,Premium,AMD,Ryzen 5,1,46540.26315789474
Hp,X1,12Th Gen,16,512,Blue,2.41,Intel Core I3,457,108518,44.4,4.6,108.518,Premium,Intel,i3,1,23590.869565217392
Acer,Inspiron,10Th Gen,16,256,White,2.76,AMD Ryzen 5,586,157276,19.98,3.8,157.276,Premium,AMD,Ryzen 5,1,41388.42105263158
Dell,16,13Th Gen,16,512,Silver,1.92,Intel Core I7,595,83348,25.865000000000002,3.6,83.348,Premium,Intel,i7,1,23152.222222222223
Dell,Vivobook,10Th Gen,4,1024,White,2.64,AMD Ryzen 7,637,125837,24.615000000000002,4.5,125.837,Premium,AMD,Ryzen 7,1,27963.777777777777
Acer,Vivobook,11Th Gen,8,512,White,1.98,AMD Ryzen 7,716,172273,43.97,4.1,172.273,Premium,AMD,Ryzen 7,1,42017.80487804878
Acer,Vivobook,11Th Gen,12,512,White,2.05,AMD Ryzen 5,559,64780,23.205,4.7,64.78,Mid-Range,AMD,Ryzen 5,1,13782.978723404254
Dell,Vivobook,12Th Gen,8,1024,Blue,2.32,AMD Ryzen 7,370,123714,20.24,2.6,123.714,Premium,AMD,Ryzen 7,1,47582.30769230769
Acer,14,12Th Gen,4,256,Black,1.32,AMD Ryzen 3,952,97535,14.75,5.0,97.535,Premium,AMD,Ryzen 3,1,19507.0
Lenovo,15,13Th Gen,8,1024,White,2.93,AMD Ryzen 7,592,104315,11.72,3.4,104.315,Premium,AMD,Ryzen 7,1,30680.88235294118
Lenovo,Inspiron,11Th Gen,12,1024,White,1.23,Intel Core I7,174,123355,29.125,4.4,123.355,Premium,Intel,i7,1,28035.227272727272
Hp,Vivobook,13Th Gen,8,1024,Black,2.97,Intel Core I3,200,185359,22.93,2.7,185.359,Premium,Intel,i3,1,68651.48148148147
Asus,X1,12Th Gen,8,1024,Grey,2.1,AMD Ryzen 5,825,51950,29.33,3.8,51.95,Mid-Range,AMD,Ryzen 5,1,13671.052631578948
Acer,14,10Th Gen,16,256,Grey,1.96,Intel Core I5,654,157797,2.31,4.9,157.797,Premium,Intel,i5,1,32203.4693877551
Dell,X1,11Th Gen,12,1024,Grey,2.35,Intel Core I5,409,37177,23.685000000000002,3.1,37.177,Budget,Intel,i5,1,11992.58064516129
Hp,14,10Th Gen,32,512,Grey,2.98,Intel Core I3,645,43952,15.89,4.8,43.952,Mid-Range,Intel,i3,1,9156.666666666668
Acer,15,11Th Gen,4,256,Silver,2.29,AMD Ryzen 5,541,80941,23.67,4.8,80.941,Premium,AMD,Ryzen 5,1,16862.708333333336
Hp,Inspiron,11Th Gen,4,256,Blue,2.13,AMD Ryzen 5,782,38733,24.674999999999997,2.6,38.733,Budget,AMD,Ryzen 5,1,14897.307692307691
Asus,Inspiron,10Th Gen,4,1024,Silver,1.88,Intel Core I5,565,93503,29.63,2.8,93.503,Premium,Intel,i5,1,33393.92857142857
Asus,X1,13Th Gen,16,1024,Silver,1.33,Intel Core I3,714,183875,16.15,4.0,183.875,Premium,Intel,i3,1,45968.75
Dell,X1,12Th Gen,32,256,Black,1.37,AMD Ryzen 5,257,128842,19.78,2.7,128.842,Premium,AMD,Ryzen 5,1,47719.259259259255
Dell,X1,13Th Gen,16,512,Black,2.26,AMD Ryzen 3,674,59826,29.91,4.5,59.826,Mid-Range,AMD,Ryzen 3,1,13294.666666666666
Hp,Vivobook,11Th Gen,12,256,Black,1.79,AMD Ryzen 3,567,127334,24.130000000000003,2.7,127.334,Premium,AMD,Ryzen 3,1,47160.74074074074
Acer,14,10Th Gen,32,256,White,1.97,Intel Core I7,562,172807,27.9,2.7,172.807,Premium,Intel,i7,1,64002.59259259259
Dell,Vivobook,10Th Gen,16,256,Black,2.62,Intel Core I3,510,187972,8.43,3.4,187.972,Premium,Intel,i3,1,55285.882352941175
Hp,16,12Th Gen,16,256,Black,2.38,Intel Core I7,570,83602,34.14,3.6,83.602,Premium,Intel,i7,1,23222.777777777777
Asus,16,10Th Gen,12,256,Black,1.56,Intel Core I7,394,64719,24.84,3.1,64.719,Mid-Range,Intel,i7,1,20877.09677419355
Asus,Inspiron,10Th Gen,12,256,Blue,2.78,AMD Ryzen 7,270,99501,48.1,3.2,99.501,Premium,AMD,Ryzen 7,1,31094.0625
Hp,Inspiron,11Th Gen,12,1024,Grey,2.32,AMD Ryzen 5,987,159925,40.64,4.2,159.925,Premium,AMD,Ryzen 5,1,38077.380952380954
Asus,15,10Th Gen,32,256,White,2.04,Intel Core I3,690,81610,29.28,5.0,81.61,Premium,Intel,i3,1,16322.0
Asus,15,13Th Gen,32,1024,Blue,2.93,Intel Core I5,267,138023,22.26,3.7,138.023,Premium,Intel,i5,1,37303.51351351351
Lenovo,16,12Th Gen,12,1024,Silver,1.25,Intel Core I3,459,157820,29.32,4.2,157.82,Premium,Intel,i3,1,37576.19047619047
Lenovo,Inspiron,12Th Gen,12,256,Grey,1.61,AMD Ryzen 7,398,140485,43.08,4.6,140.485,Premium,AMD,Ryzen 7,1,30540.21739130435
Acer,X1,13Th Gen,4,256,Black,2.27,Intel Core I7,946,49730,41.33,4.8,49.73,Mid-Range,Intel,i7,1,10360.416666666668
Acer,Inspiron,11Th Gen,16,1024,Blue,2.62,Intel Core I7,588,147107,24.86,3.3,147.107,Premium,Intel,i7,1,44577.87878787879
Dell,Vivobook,13Th Gen,16,1024,Blue,2.11,Intel Core I5,605,179813,30.11,4.6,179.813,Premium,Intel,i5,1,39089.782608695656
Lenovo,16,10Th Gen,16,512,Black,2.82,AMD Ryzen 3,492,77167,20.49,2.8,77.167,Mid-Range,AMD,Ryzen 3,1,27559.64285714286
Lenovo,14,12Th Gen,12,1024,Black,2.67,Intel Core I3,460,79366,29.32,4.7,79.366,Mid-Range,Intel,i3,1,16886.382978723403
Hp,X1,10Th Gen,32,512,Silver,2.94,Intel Core I3,643,120839,39.34,4.8,120.839,Premium,Intel,i3,1,25174.791666666668
Asus,16,11Th Gen,4,512,Black,2.33,AMD Ryzen 7,490,162321,25.8,3.2,162.321,Premium,AMD,Ryzen 7,1,50725.3125
Hp,Inspiron,12Th Gen,4,512,Blue,2.39,AMD Ryzen 7,457,74743,23.95,4.6,74.743,Mid-Range,AMD,Ryzen 7,1,16248.478260869566
Hp,Inspiron,13Th Gen,32,1024,Silver,1.72,Intel Core I7,542,35103,9.74,4.7,35.103,Budget,Intel,i7,1,7468.723404255319
Asus,X1,10Th Gen,12,256,White,2.16,AMD Ryzen 7,582,31336,24.84,2.7,31.336,Budget,AMD,Ryzen 7,1,11605.925925925925
Lenovo,Inspiron,13Th Gen,12,1024,Grey,1.46,Intel Core I5,505,153086,25.75,3.8,153.086,Premium,Intel,i5,1,40285.78947368421
Asus,Inspiron,12Th Gen,4,1024,White,1.48,AMD Ryzen 7,847,98837,28.81,2.6,98.837,Premium,AMD,Ryzen 7,1,38014.230769230766
Acer,16,10Th Gen,8,256,White,2.54,AMD Ryzen 3,533,98513,45.92,3.5,98.513,Premium,AMD,Ryzen 3,1,28146.571428571428
Asus,14,12Th Gen,4,1024,Silver,2.5,Intel Core I7,498,198557,28.81,2.9,198.557,Premium,Intel,i7,1,68467.93103448275
Acer,X1,13Th Gen,4,512,Blue,2.78,AMD Ryzen 5,724,97222,9.38,4.4,97.222,Premium,AMD,Ryzen 5,1,22095.90909090909
Acer,16,10Th Gen,8,256,Blue,2.42,Intel Core I5,375,94665,28.34,4.8,94.665,Premium,Intel,i5,1,19721.875
Lenovo,14,12Th Gen,4,256,Blue,1.79,Intel Core I3,327,149856,19.58,3.7,149.856,Premium,Intel,i3,1,40501.62162162162
Lenovo,X1,10Th Gen,16,256,Grey,2.74,Intel Core I3,581,49256,24.76,3.0,49.256,Mid-Range,Intel,i3,1,16418.666666666668
Asus,15,11Th Gen,16,256,Blue,2.92,Intel Core I5,565,198621,32.55,2.8,198.621,Premium,Intel,i5,1,70936.07142857143
Dell,Vivobook,13Th Gen,8,512,Silver,2.69,AMD Ryzen 7,678,175804,1.36,3.2,175.804,Premium,AMD,Ryzen 7,1,54938.75
Dell,Vivobook,13Th Gen,12,1024,White,2.5,AMD Ryzen 5,530,85485,29.42,2.7,85.485,Premium,AMD,Ryzen 5,1,31661.11111111111
Hp,16,12Th Gen,8,1024,Black,2.34,AMD Ryzen 3,563,148284,28.125,4.1,148.284,Premium,AMD,Ryzen 3,1,36166.829268292684
Hp,X1,13Th Gen,8,256,Blue,2.74,Intel Core I3,148,155035,25.4,3.9,155.035,Premium,Intel,i3,1,39752.5641025641
Lenovo,X1,11Th Gen,8,1024,Blue,1.61,Intel Core I3,562,118922,34.87,2.5,118.922,Premium,Intel,i3,1,47568.8
Dell,14,10Th Gen,32,1024,Black,1.61,AMD Ryzen 3,791,77890,47.89,4.6,77.89,Mid-Range,AMD,Ryzen 3,1,16932.608695652176
Dell,15,11Th Gen,32,256,Grey,2.86,AMD Ryzen 7,747,194162,28.55,3.7,194.162,Premium,AMD,Ryzen 7,1,52476.21621621621
Asus,16,11Th Gen,32,512,Blue,2.42,AMD Ryzen 7,394,67959,24.22,3.1,67.959,Mid-Range,AMD,Ryzen 7,1,21922.25806451613
Acer,16,13Th Gen,8,1024,Silver,2.04,AMD Ryzen 5,560,26074,0.93,2.6,26.074,Budget,AMD,Ryzen 5,1,10028.461538461539
Lenovo,16,13Th Gen,12,1024,Silver,1.25,Intel Core I7,306,173600,46.33,3.7,173.6,Premium,Intel,i7,1,46918.91891891892
Lenovo,Vivobook,11Th Gen,32,512,Blue,2.36,Intel Core I3,580,149524,27.5,3.1,149.524,Premium,Intel,i3,1,48233.54838709677
Acer,16,10Th Gen,16,512,White,2.31,Intel Core I3,156,160860,39.61,4.6,160.86,Premium,Intel,i3,1,34969.565217391304
Lenovo,14,13Th Gen,12,256,White,2.02,AMD Ryzen 5,653,138549,35.85,5.0,138.549,Premium,AMD,Ryzen 5,1,27709.8
Acer,X1,12Th Gen,4,512,Blue,1.57,Intel Core I5,533,196879,28.405,3.5,196.879,Premium,Intel,i5,1,56251.142857142855
Lenovo,Vivobook,13Th Gen,16,512,Blue,1.76,AMD Ryzen 3,932,101907,13.96,4.5,101.907,Premium,AMD,Ryzen 3,1,22646.0
Asus,15,11Th Gen,32,256,Black,2.65,AMD Ryzen 3,232,66318,0.93,4.1,66.318,Mid-Range,AMD,Ryzen 3,1,16175.121951219513
Hp,X1,11Th Gen,8,1024,White,1.44,AMD Ryzen 5,634,144965,24.66,2.9,144.965,Premium,AMD,Ryzen 5,1,49987.93103448276
Asus,16,13Th Gen,8,256,Silver,1.4,Intel Core I7,593,88651,29.51,4.2,88.651,Premium,Intel,i7,1,21107.38095238095
Hp,Inspiron,10Th Gen,12,512,White,1.65,AMD Ryzen 5,929,166066,22.46,3.5,166.066,Premium,AMD,Ryzen 5,1,47447.42857142857
Acer,Inspiron,13Th Gen,12,256,Grey,2.68,Intel Core I7,134,20650,28.17,2.7,20.65,Budget,Intel,i7,1,7648.148148148148
Lenovo,15,11Th Gen,32,512,Grey,1.92,Intel Core I3,587,77080,27.5,4.8,77.08,Mid-Range,Intel,i3,1,16058.333333333334
Acer,X1,11Th Gen,8,512,Grey,1.28,AMD Ryzen 5,654,121251,19.94,4.9,121.251,Premium,AMD,Ryzen 5,1,24745.102040816324
Acer,16,10Th Gen,4,256,Blue,1.94,Intel Core I7,354,177581,29.36,4.3,177.581,Premium,Intel,i7,1,41297.90697674419
Acer,14,13Th Gen,4,1024,Blue,2.74,Intel Core I3,353,82467,48.3,3.4,82.467,Premium,Intel,i3,1,24255.0
Lenovo,15,12Th Gen,12,512,Silver,2.11,Intel Core I3,992,36543,27.96,2.8,36.543,Budget,Intel,i3,1,13051.07142857143
Dell,Vivobook,11Th Gen,12,512,Grey,2.72,Intel Core I7,536,95380,23.685000000000002,4.9,95.38,Premium,Intel,i7,1,19465.30612244898
Dell,15,13Th Gen,8,512,Black,2.69,Intel Core I5,530,82966,26.39,2.7,82.966,Premium,Intel,i5,1,30728.148148148146
Dell,Vivobook,11Th Gen,8,512,Blue,2.45,AMD Ryzen 5,559,54524,42.3,3.9,54.524,Mid-Range,AMD,Ryzen 5,1,13980.51282051282
Asus,Inspiron,11Th Gen,4,256,Black,1.46,AMD Ryzen 3,434,91393,29.87,4.6,91.393,Premium,AMD,Ryzen 3,1,19868.04347826087
Dell,15,10Th Gen,8,512,Blue,2.35,AMD Ryzen 7,744,59916,40.57,3.5,59.916,Mid-Range,AMD,Ryzen 7,1,17118.85714285714
Dell,Inspiron,11Th Gen,32,1024,Silver,2.88,Intel Core I3,594,115442,46.85,3.5,115.442,Premium,Intel,i3,1,32983.42857142857
Dell,14,10Th Gen,12,256,Silver,1.75,AMD Ryzen 7,455,39474,28.87,4.3,39.474,Budget,AMD,Ryzen 7,1,9180.0
Dell,Vivobook,11Th Gen,16,256,Blue,1.77,AMD Ryzen 7,565,108740,8.87,3.4,108.74,Premium,AMD,Ryzen 7,1,31982.352941176472
Acer,Vivobook,10Th Gen,12,1024,Grey,2.52,Intel Core I3,223,100076,17.5,4.2,100.076,Premium,Intel,i3,1,23827.619047619046
Acer,Inspiron,13Th Gen,32,512,Grey,2.7,Intel Core I7,875,74971,29.96,4.6,74.971,Mid-Range,Intel,i7,1,16298.04347826087
Hp,Inspiron,12Th Gen,4,1024,Black,1.61,AMD Ryzen 7,256,125325,22.5,3.5,125.325,Premium,AMD,Ryzen 7,1,35807.142857142855
Acer,X1,10Th Gen,12,1024,White,1.96,AMD Ryzen 7,474,20927,25.310000000000002,3.4,20.927,Budget,AMD,Ryzen 7,1,6155.0
Acer,X1,12Th Gen,16,512,Blue,2.58,Intel Core I3,456,139538,23.68,2.5,139.538,Premium,Intel,i3,1,55815.2
Acer,14,10Th Gen,32,512,White,1.47,Intel Core I3,473,95661,41.04,4.5,95.661,Premium,Intel,i3,1,21258.0
Asus,Vivobook,12Th Gen,12,256,White,2.79,Intel Core I7,434,50269,40.29,3.4,50.269,Mid-Range,Intel,i7,1,14785.0
Asus,16,10Th Gen,12,256,Grey,1.94,Intel Core I5,290,35097,24.84,3.5,35.097,Budget,Intel,i5,1,10027.714285714286
Acer,X1,10Th Gen,8,512,Grey,2.85,AMD Ryzen 3,229,125366,28.34,4.1,125.366,Premium,AMD,Ryzen 3,1,30577.07317073171
Hp,X1,10Th Gen,16,1024,White,2.64,Intel Core I3,563,128384,25.89,4.1,128.384,Premium,Intel,i3,1,31313.17073170732
Dell,Inspiron,11Th Gen,32,512,White,2.51,AMD Ryzen 7,540,45941,30.05,5.0,45.941,Mid-Range,AMD,Ryzen 7,1,9188.2
Acer,15,12Th Gen,32,1024,Blue,2.57,Intel Core I7,559,39837,30.995,4.7,39.837,Budget,Intel,i7,1,8475.95744680851
Lenovo,16,13Th Gen,32,512,Grey,1.86,Intel Core I7,685,107154,22.34,3.7,107.154,Premium,Intel,i7,1,28960.54054054054
Asus,16,12Th Gen,12,512,Black,2.28,AMD Ryzen 7,629,109007,23.34,3.9,109.007,Premium,AMD,Ryzen 7,1,27950.51282051282
Acer,14,10Th Gen,8,512,White,1.6,Intel Core I7,586,137937,28.34,3.8,137.937,Premium,Intel,i7,1,36299.210526315794
Asus,16,13Th Gen,16,1024,Silver,2.45,Intel Core I7,629,67021,1.02,3.9,67.021,Mid-Range,Intel,i7,1,17184.871794871797
Asus,16,12Th Gen,16,1024,Grey,2.33,Intel Core I3,440,158474,28.46,4.2,158.474,Premium,Intel,i3,1,37731.90476190476
Acer,Inspiron,12Th Gen,4,1024,Grey,2.82,Intel Core I5,784,90861,29.54,3.9,90.861,Premium,Intel,i5,1,23297.69230769231
Lenovo,Vivobook,10Th Gen,8,512,Blue,1.59,AMD Ryzen 7,226,40178,27.51,2.9,40.178,Mid-Range,AMD,Ryzen 7,1,13854.48275862069
Dell,Vivobook,12Th Gen,8,512,Blue,1.58,Intel Core I3,466,47210,20.24,2.7,47.21,Mid-Range,Intel,i3,1,17485.185185185182
Acer,16,13Th Gen,12,1024,Grey,1.36,AMD Ryzen 5,630,111657,28.17,4.4,111.657,Premium,AMD,Ryzen 5,1,25376.590909090908
Hp,16,11Th Gen,8,256,Blue,2.39,Intel Core I3,638,115738,24.66,4.3,115.738,Premium,Intel,i3,1,26915.813953488374
Asus,14,10Th Gen,16,1024,Black,3.0,Intel Core I7,490,171633,19.795,3.2,171.633,Premium,Intel,i7,1,53635.3125
Lenovo,Inspiron,11Th Gen,4,256,Silver,2.99,AMD Ryzen 3,951,43776,23.79,2.6,43.776,Mid-Range,AMD,Ryzen 3,1,16836.923076923078
Hp,Inspiron,10Th Gen,32,256,White,1.73,AMD Ryzen 7,625,119212,6.4,4.5,119.212,Premium,AMD,Ryzen 7,1,26491.555555555555
Dell,Inspiron,10Th Gen,12,256,Black,1.85,AMD Ryzen 3,909,165259,32.36,2.8,165.259,Premium,AMD,Ryzen 3,1,59021.071428571435
Acer,16,11Th Gen,8,1024,Silver,1.84,Intel Core I3,343,73193,10.73,4.2,73.193,Mid-Range,Intel,i3,1,17426.90476190476
Hp,Vivobook,13Th Gen,32,512,Silver,1.31,Intel Core I3,563,173588,27.21,4.1,173.588,Premium,Intel,i3,1,42338.53658536586
Lenovo,15,12Th Gen,4,256,Blue,1.79,Intel Core I5,379,182285,19.58,4.6,182.285,Premium,Intel,i5,1,39627.17391304348
Hp,X1,13Th Gen,8,512,White,2.66,AMD Ryzen 5,786,132791,25.4,3.9,132.791,Premium,AMD,Ryzen 5,1,34048.97435897436
Lenovo,Vivobook,11Th Gen,4,512,Grey,1.99,AMD Ryzen 5,353,99294,15.22,4.0,99.294,Premium,AMD,Ryzen 5,1,24823.5
Acer,Inspiron,12Th Gen,12,256,Silver,1.96,AMD Ryzen 3,161,54230,23.06,3.3,54.23,Mid-Range,AMD,Ryzen 3,1,16433.333333333336
Acer,Inspiron,12Th Gen,8,1024,Blue,1.3,AMD Ryzen 3,990,61687,28.8,3.1,61.687,Mid-Range,AMD,Ryzen 3,1,19899.032258064515
Hp,14,13Th Gen,32,512,White,2.19,AMD Ryzen 7,687,99427,27.21,3.1,99.427,Premium,AMD,Ryzen 7,1,32073.225806451614
Lenovo,Inspiron,11Th Gen,4,1024,Black,2.35,Intel Core I7,629,41773,23.79,2.7,41.773,Mid-Range,Intel,i7,1,15471.48148148148
Dell,Inspiron,13Th Gen,16,1024,White,2.96,AMD Ryzen 3,965,156826,25.865000000000002,4.9,156.826,Premium,AMD,Ryzen 3,1,32005.306122448976
Lenovo,Vivobook,11Th Gen,32,256,White,1.94,AMD Ryzen 5,564,76939,27.5,5.0,76.939,Mid-Range,AMD,Ryzen 5,1,15387.8
Asus,Inspiron,13Th Gen,12,256,White,2.64,Intel Core I7,657,46092,44.63,4.6,46.092,Mid-Range,Intel,i7,1,10020.0
Hp,X1,10Th Gen,12,512,Silver,1.25,Intel Core I7,609,137825,22.14,2.5,137.825,Premium,Intel,i7,1,55130.0
Asus,X1,11Th Gen,16,256,Grey,2.62,Intel Core I3,618,176699,32.55,3.8,176.699,Premium,Intel,i3,1,46499.73684210527
Lenovo,14,12Th Gen,16,256,Blue,2.46,Intel Core I3,496,100985,20.63,3.4,100.985,Premium,Intel,i3,1,29701.470588235294
Asus,16,10Th Gen,4,512,Blue,2.46,AMD Ryzen 3,444,176325,41.73,4.9,176.325,Premium,AMD,Ryzen 3,1,35984.69387755102
Acer,X1,10Th Gen,32,512,White,2.5,AMD Ryzen 5,494,41791,27.9,4.6,41.791,Mid-Range,AMD,Ryzen 5,1,9085.0
Dell,X1,12Th Gen,4,512,Grey,2.75,Intel Core I5,678,164612,23.725,3.2,164.612,Premium,Intel,i5,1,51441.25
Acer,Inspiron,13Th Gen,32,256,White,2.24,Intel Core I7,788,55877,36.7,4.6,55.877,Mid-Range,Intel,i7,1,12147.17391304348
Lenovo,14,12Th Gen,32,1024,Silver,2.16,AMD Ryzen 3,592,54667,30.05,3.4,54.667,Mid-Range,AMD,Ryzen 3,1,16078.529411764706
Asus,14,11Th Gen,4,512,White,1.9,Intel Core I7,646,198618,44.58,3.2,198.618,Premium,Intel,i7,1,62068.125
Dell,X1,10Th Gen,12,512,White,2.4,Intel Core I5,356,179139,46.42,3.6,179.139,Premium,Intel,i5,1,49760.83333333333
Acer,Vivobook,13Th Gen,12,512,Silver,2.87,AMD Ryzen 7,354,125700,28.17,2.8,125.7,Premium,AMD,Ryzen 7,1,44892.857142857145
Asus,15,13Th Gen,32,1024,Grey,1.7,AMD Ryzen 5,537,53675,8.11,3.7,53.675,Mid-Range,AMD,Ryzen 5,1,14506.756756756757
Asus,X1,11Th Gen,16,512,Grey,1.75,AMD Ryzen 5,119,161420,23.07,4.4,161.42,Premium,AMD,Ryzen 5,1,36686.36363636363
Lenovo,16,11Th Gen,16,1024,Black,2.43,AMD Ryzen 7,482,75702,27.435000000000002,3.6,75.702,Mid-Range,AMD,Ryzen 7,1,21028.333333333332
Asus,16,12Th Gen,32,1024,Grey,1.57,Intel Core I5,960,81472,27.84,4.2,81.472,Premium,Intel,i5,1,19398.095238095237
Lenovo,14,11Th Gen,8,512,Grey,2.75,AMD Ryzen 5,207,168700,23.19,3.5,168.7,Premium,AMD,Ryzen 5,1,48200.0
Hp,X1,12Th Gen,32,1024,Grey,2.33,Intel Core I3,230,167235,28.74,4.7,167.235,Premium,Intel,i3,1,35581.91489361702
Acer,16,12Th Gen,32,1024,Blue,2.41,AMD Ryzen 3,976,92744,9.99,4.8,92.744,Premium,AMD,Ryzen 3,1,19321.666666666668
Lenovo,Vivobook,13Th Gen,12,256,Black,2.92,Intel Core I7,467,177759,25.75,3.3,177.759,Premium,Intel,i7,1,53866.36363636364
Lenovo,Vivobook,10Th Gen,8,512,Black,2.72,Intel Core I7,562,173549,32.71,2.5,173.549,Premium,Intel,i7,1,69419.6
Asus,X1,10Th Gen,16,256,White,2.2,Intel Core I7,489,185133,42.79,4.2,185.133,Premium,Intel,i7,1,44079.28571428571
Lenovo,14,10Th Gen,4,256,White,2.7,AMD Ryzen 7,769,125274,29.64,3.4,125.274,Premium,AMD,Ryzen 7,1,36845.29411764706
Asus,15,10Th Gen,16,512,Grey,2.27,Intel Core I7,615,148295,12.59,3.3,148.295,Premium,Intel,i7,1,44937.87878787879
Hp,Vivobook,13Th Gen,16,256,Silver,2.64,Intel Core I7,905,137035,21.869999999999997,4.9,137.035,Premium,Intel,i7,1,27966.32653061224
Acer,Inspiron,11Th Gen,12,1024,White,2.45,Intel Core I3,216,64794,39.6,2.8,64.794,Mid-Range,Intel,i3,1,23140.714285714286
Asus,16,13Th Gen,32,256,White,1.78,Intel Core I5,334,29096,32.29,4.4,29.096,Budget,Intel,i5,1,6612.727272727272
Acer,16,13Th Gen,4,512,White,2.85,AMD Ryzen 5,413,105805,26.689999999999998,2.8,105.805,Premium,AMD,Ryzen 5,1,37787.5
Asus,15,13Th Gen,4,256,Grey,1.49,Intel Core I3,779,68199,31.42,2.6,68.199,Mid-Range,Intel,i3,1,26230.384615384613
Asus,X1,13Th Gen,8,512,Grey,2.98,AMD Ryzen 3,637,33076,22.75,2.6,33.076,Budget,AMD,Ryzen 3,1,12721.538461538461
Dell,Inspiron,11Th Gen,32,256,Blue,1.49,AMD Ryzen 5,595,136631,9.36,3.6,136.631,Premium,AMD,Ryzen 5,1,37953.055555555555
Dell,16,11Th Gen,4,512,Black,2.87,AMD Ryzen 7,765,128893,48.9,3.4,128.893,Premium,AMD,Ryzen 7,1,37909.705882352944
Hp,Vivobook,12Th Gen,16,512,Silver,1.59,Intel Core I3,340,102082,24.355,3.9,102.082,Premium,Intel,i3,1,26174.871794871797
Hp,X1,12Th Gen,32,512,Black,1.36,AMD Ryzen 3,563,98486,23.42,3.1,98.486,Premium,AMD,Ryzen 3,1,31769.677419354837
Hp,15,13Th Gen,32,1024,Grey,1.73,AMD Ryzen 7,675,195619,27.21,2.5,195.619,Premium,AMD,Ryzen 7,1,78247.6
Lenovo,X1,13Th Gen,4,1024,Black,2.06,AMD Ryzen 3,542,165146,25.97,2.6,165.146,Premium,AMD,Ryzen 3,1,63517.692307692305
Asus,14,10Th Gen,12,1024,Black,1.91,Intel Core I3,582,137551,24.84,2.7,137.551,Premium,Intel,i3,1,50944.81481481481
Dell,X1,13Th Gen,4,512,Black,1.86,AMD Ryzen 3,490,182587,28.935000000000002,3.8,182.587,Premium,AMD,Ryzen 3,1,48049.210526315794
Acer,15,13Th Gen,32,1024,White,1.66,AMD Ryzen 7,709,135441,14.08,3.7,135.441,Premium,AMD,Ryzen 7,1,36605.67567567567
Asus,Vivobook,11Th Gen,12,512,Grey,1.99,Intel Core I5,420,76866,24.5,3.2,76.866,Mid-Range,Intel,i5,1,24020.625
Dell,X1,10Th Gen,4,256,Black,1.31,AMD Ryzen 3,598,197248,24.615000000000002,3.6,197.248,Premium,AMD,Ryzen 3,1,54791.11111111111
Acer,14,10Th Gen,4,256,Black,1.97,Intel Core I7,168,168181,29.36,4.9,168.181,Premium,Intel,i7,1,34322.65306122449
Acer,Inspiron,11Th Gen,8,512,Silver,2.96,Intel Core I3,291,136849,44.83,3.0,136.849,Premium,Intel,i3,1,45616.333333333336
Hp,X1,10Th Gen,16,256,Silver,1.49,AMD Ryzen 5,792,105962,43.08,2.8,105.962,Premium,AMD,Ryzen 5,1,37843.57142857143
